Instance,Problematic,TYPE,PATH,Line
DECL STMT SPECIFIER public TYPE block statement NAME block statement NAME else statements INIT new block statement EXPR new block statement CALL block statement NAME block statement ARGUMENT LIST public NN block NN statement NN root ROOT statement compound statement block else RB statements NNS root ROOT statements amod statements else new JJ block NN statement NN root ROOT statement compound statement block,1,E1,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/statements/IfStatement.java,18
COMMENT type of knowledge that critics can deliver DECL STMT SPECIFIER public SPECIFIER static TYPE final string SPECIFIER final NAME string NAME kt semantics INIT translator localize misc knowledge semantics EXPR translator localize misc knowledge semantics CALL translator localize misc knowledge semantics NAME translator localize NAME translator NAME localize ARGUMENT LIST ARGUMENT EXPR misc knowledge semantics type of knowledge that critics can deliver root ROOT type dobj deliver type case knowledge of nmod of type knowledge ref type that nsubj deliver critics aux deliver can acl relcl type deliver public NN static JJ final JJ string NN kt NN semantics NNS root ROOT semantics compound semantics kt translator NN localize VBP root ROOT localize nsubj localize translator misc NN knowledge NN semantics NNS root ROOT semantics compound semantics misc compound semantics knowledge,0,N/A,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/cognitive/Critic.java,134
DECL STMT SPECIFIER private SPECIFIER static TYPE icon NAME icon NAME trans INIT resource loader wrapper lookup icon resource transition EXPR resource loader wrapper lookup icon resource transition CALL resource loader wrapper lookup icon resource transition NAME resource loader wrapper lookup icon resource NAME resource loader wrapper NAME lookup icon resource ARGUMENT LIST ARGUMENT EXPR transition private JJ static JJ icon NN trans JJ resource NN loader NN wrapper NN lookup NN icon NN resource NN root ROOT resource compound resource resource compound resource loader compound resource wrapper compound resource lookup compound resource icon transition NN,0,N/A,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/uml/diagram/state/ui/SelectionState.java,53
DECL STMT SPECIFIER private TYPE string NAME string NAME instructions INIT translator localize critics wiz break circular comp ins EXPR translator localize critics wiz break circular comp ins CALL translator localize critics wiz break circular comp ins NAME translator localize NAME translator NAME localize ARGUMENT LIST ARGUMENT EXPR critics wiz break circular comp ins private JJ string NN instructions NNS translator NN localize VBP root ROOT localize nsubj localize translator critics NNS wiz VBP break NN circular JJ comp NN ins NNS root ROOT wiz nsubj wiz critics compound ins break amod ins circular compound ins comp dobj wiz ins,1,E1,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/uml/cognitive/critics/WizBreakCircularComp.java,67
DECL STMT SPECIFIER public SPECIFIER static TYPE long NAME long NAME event mods INIT new public protected internal private static virtual sealed override abstract extern EXPR new public protected internal private static virtual sealed override abstract extern NAME new NAME public NAME protected NAME internal NAME private NAME static NAME virtual NAME sealed NAME override NAME abstract NAME extern public NN static JJ long RB event NN mods NNS root ROOT mods compound mods event new JJ public NN protected VBN internal JJ private JJ static JJ virtual JJ sealed VBN override NN abstract JJ extern NN public internal ANTONYM ANTONYM public private ANTONYM ANTONYM internal private SYNONYM SYNONYM,1,E1,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/enums/Modifier.java,49
FUNCTION SPECIFIER public TYPE void NAME void NAME to source PARAMETER LIST string builder sb PARAMETER string builder sb TYPE string builder NAME string builder NAME sb BLOCK EXPR sb append typeof CALL sb append typeof NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR typeof EXPR expression to source sb CALL expression to source sb NAME expression to source NAME expression NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb EXPR sb append CALL sb append NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR public NN void NN to TO source NN root ROOT source case source to string NN builder NN root ROOT builder compound builder string sb NN sb NN append IN root ROOT sb dep sb append typeof NN expression NN to TO source NN root ROOT expression case source to nmod to expression source sb NN sb NN append IN root ROOT sb dep sb append,1,B5,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/nodes/expressions/TypeOfExpression.java,22
COMMENT the singleton of this class DECL STMT SPECIFIER private SPECIFIER static TYPE list decision NAME list decision NAME list ARGUMENT LIST ARGUMENT NAME decision NAME unspecified decision the singleton of this class root ROOT singleton det singleton the case class of det class this nmod of singleton class private JJ static JJ list NN decision NN unspecified JJ decision NN root ROOT decision amod decision unspecified,1,D1,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/cognitive/Designer.java,106
FUNCTION ANNOTATION override NAME override SPECIFIER protected TYPE string NAME string NAME get instructions PARAMETER LIST int index PARAMETER int index TYPE int NAME int NAME index BLOCK RETURN return instructions index base EXPR instructions index base NAME instructions index base NAME instructions INDEX index base EXPR index base NAME index NAME base override NN protected VBN string NN get VB instructions NNS root ROOT get dobj get instructions int NN index NN return NN instructions NNS index NN base NN,1,B6,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionNode.java,88
FUNCTION ANNOTATION override NAME override SPECIFIER protected TYPE icon NAME icon NAME icon INDEX NAME get icons PARAMETER LIST BLOCK IF if model get model management helper is read only get content get owner return new icon null dep dep right null null CONDITION model get model management helper is read only get content get owner EXPR model get model management helper is read only get content get owner CALL model get model management helper NAME model get model management helper NAME model NAME get model management helper ARGUMENT LIST CALL is read only get content get owner NAME is read only ARGUMENT LIST ARGUMENT EXPR get content get owner CALL get content NAME get content ARGUMENT LIST CALL get owner NAME get owner ARGUMENT LIST THEN return new icon null dep dep right null null BLOCK RETURN return new icon null dep dep right null null EXPR new icon null dep dep right null null NAME icon NAME icon INDEX BLOCK EXPR null EXPR dep NAME dep EXPR dep right NAME dep right EXPR null EXPR null RETURN return icons EXPR icons NAME icons override NN protected VBN icon NN get VB icons NNS root ROOT get dobj get icons if IN model NN get VB model JJ management NN helper NN root ROOT get nsubj get model amod helper model compound helper management dobj get helper is VBZ read VBN only RB root ROOT read auxpass read is advmod read only get VB content NN root ROOT get dobj get content get VB owner NN root ROOT get dobj get owner return NN new JJ icon NN null JJ dep NN dep NN right NN root ROOT right compound right dep null JJ null JJ return NN icons NNS,1,A1,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/uml/diagram/deployment/ui/SelectionComponentInstance.java,85
COMMENT return the registry FUNCTION SPECIFIER private SPECIFIER static TYPE hashtable class list critic NAME hashtable class list critic NAME hashtable ARGUMENT LIST ARGUMENT NAME class ARGUMENT NAME list critic NAME list ARGUMENT LIST ARGUMENT NAME critic NAME get critic registry PARAMETER LIST BLOCK RETURN return critic registry EXPR critic registry NAME critic registry return the registry root ROOT return det registry the dobj return registry private JJ static JJ hashtable JJ class NN list NN critic NN get VB critic NN registry NN root ROOT get compound registry critic dobj get registry return NN critic NN registry NN root ROOT registry compound registry critic,0,N/A,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/cognitive/Agency.java,147
FUNCTION SPECIFIER public TYPE void NAME void NAME to source PARAMETER LIST string builder sb PARAMETER string builder sb TYPE string builder NAME string builder NAME sb BLOCK DECL STMT TYPE string NAME string NAME comma INIT EXPR FOR for expression node node expressions sb append comma comma node to source sb CONTROL expression node node expressions INIT expression node node expressions TYPE expression node NAME expression node NAME node RANGE expressions EXPR expressions NAME expressions BLOCK EXPR sb append comma CALL sb append comma NAME sb append NAME sb NAME append ARGUMENT LIST ARGUMENT EXPR comma NAME comma EXPR comma NAME comma EXPR node to source sb CALL node to source sb NAME node to source NAME node NAME to source ARGUMENT LIST ARGUMENT EXPR sb NAME sb public NN void NN to TO source NN root ROOT source case source to string NN builder NN root ROOT builder compound builder string sb NN string NN comma NN for IN expression NN node NN root ROOT node compound node expression node NN expressions NNS sb NN append IN root ROOT sb dep sb append comma NN comma NN node NN to TO source NN root ROOT node case source to nmod to node source sb NN,1,B5,ArgoUML0.34/argouml-csharp/src/org/argouml/language/csharp/importer/csparser/collections/ExpressionList.java,22
